tip_win_team,tip_to_player,first_shot_player,first_shot_team,first_shot_made,first_basket_player,first_basket_team,game_id
,Goodwin,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500785
,Collier,D. Carter,SAC,0,M. Raynaud,SAC,0022500786
,Murray,J. Murray,DEN,1,J. Murray,DEN,0022500787
,Fox,D. Fox,SAS,0,M. Moody,GSW,0022500788
,Wallace,C. Holmgren,OKC,0,I. Joe,OKC,0022500789
,Clingan,J. Grant,POR,0,C. Williams,UTA,0022500790
LAL,L. James,M. Smart,LAL,1,M. Smart,LAL,0022500791
,Ball,R. Kalkbrenner,CHA,1,R. Kalkbrenner,CHA,0022500792
,Harden,M. Porter Jr.,BKN,0,D. Wade,CLE,0022500793
,,T. Maxey,PHI,1,T. Maxey,PHI,0022500794
,Nesmith,J. Huff,IND,1,J. Huff,IND,0022500795
,,J. Brunson,NYK,1,J. Brunson,NYK,0022500796
,Simons,B. Ingram,TOR,1,B. Ingram,TOR,0022500797
,Vassell,V. Wembanyama,SAS,0,D. Booker,PHX,0022500798
,Moody,M. Moody,GSW,1,M. Moody,GSW,0022500799
,Achiuwa,D. DeRozan,SAC,0,J. Suggs,ORL,0022500800
,Murray,C. Johnson,DEN,1,C. Johnson,DEN,0022500801
,Wade,J. Allen,CLE,1,J. Allen,CLE,0022500802
,McConnell,K. Jones,IND,0,J. Huff,IND,0022500803
,Mashack,J. Wells,MEM,0,I. Collier,UTA,0022500804
,Mitchell,B. Adebayo,MIA,0,B. Adebayo,MIA,0022500805
,Edwards,D. DiVincenzo,MIN,1,D. DiVincenzo,MIN,0022500806
,Bey,B. McGowens,NOP,0,H. Jones,NOP,0022500807
,Wallace,L. Dort,OKC,1,L. Dort,OKC,0022500808
,James,L. Dončić,LAL,0,B. Lopez,LAC,0022500809
,Braun,N. Jokić,DEN,1,N. Jokić,DEN,0022500810
,O'Neale,J. Green,PHX,0,P. Banchero,ORL,0022500811
,Oubre Jr.,T. Maxey,PHI,0,K. Oubre Jr.,PHI,0022500812
,Jakucionis,A. Wiggins,MIA,1,A. Wiggins,MIA,0022500813
,Harris,G. Yabusele,CHI,0,J. Duren,DET,0022500814
,Castle,D. Fox,SAS,1,D. Fox,SAS,0022500815
,Smith Jr.,A. Sengun,HOU,0,O. Anunoby,NYK,0022500816
,Harden,C. Wallace,OKC,0,C. Holmgren,OKC,0022500817
,Traore,N. Clowney,BKN,0,J. Johnson,ATL,0022500818
,Barrett,R. Barrett,TOR,0,R. Barrett,TOR,0022500819
,Murray,J. Strawther,DEN,0,M. Moody,GSW,0022500820
,Washington,P. Washington,DAL,0,K. Middleton,DAL,0022500821
,Miller,B. Coulibaly,WAS,1,B. Coulibaly,WAS,0022500822
,James,L. Dončić,LAL,0,L. James,LAL,0022500823
,Maxey,J. Randle,MIN,0,A. Edwards,MIN,0022500824
,Yabusele,O. Anunoby,NYK,1,O. Anunoby,NYK,0022500825
,Holiday,J. Holiday,POR,0,C. Gillespie,PHX,0022500826
,Leonard,K. Leonard,LAC,0,K. Leonard,LAC,0022500827
,Vassell,D. Vassell,SAS,1,D. Vassell,SAS,0022500828
,Westbrook,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500829
,Smith Jr.,J. Smith Jr.,HOU,1,J. Smith Jr.,HOU,0022500830
,Embiid,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500831
,McCollum,O. Okongwu,ATL,0,C. McCollum,ATL,0022500832
,Demin,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500833
,Wallace,I. Joe,OKC,0,I. Quickley,TOR,0022500834
,Hart,J. Hart,NYK,0,J. Hart,NYK,0022500835
,Miller,B. Miller,CHA,1,B. Miller,CHA,0022500836
,Larsson,B. Adebayo,MIA,0,K. Kuzma,MIL,0022500837
,Murray,D. Murray,NOP,1,D. Murray,NOP,0022500838
,Gillespie,D. White,BOS,1,D. White,BOS,0022500839
,James,D. Ayton,LAL,1,D. Ayton,LAL,0022500840
,Holiday,J. Holiday,POR,0,K. Murray,POR,0022500841
,Robinson,J. Williams,OKC,1,J. Williams,OKC,0022500842
,Fox,D. Fox,SAS,1,D. Fox,SAS,0022500843
,Podziemski,A. Horford,GSW,1,A. Horford,GSW,0022500844
,,M. Raynaud,SAC,0,R. Westbrook,SAC,0022500845
,Schroder,S. Merrill,CLE,0,J. Allen,CLE,0022500846
,White,D. White,BOS,0,J. Murray,DEN,0022500847
,Miller,B. Miller,CHA,0,O. Toppin,IND,0022500848
,,T. Maxey,PHI,0,J. Embiid,PHI,0022500849
,Kuminga,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500850
,Castle,S. Castle,SAS,1,S. Castle,SAS,0022500851
,Banchero,T. da Silva,ORL,0,A. Sengun,HOU,0022500852
,Giddey,M. Buzelis,CHI,1,M. Buzelis,CHI,0022500853
,Carter,M. Raynaud,SAC,0,P. Achiuwa,SAC,0022500854
,Gillespie,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500855
,Collier,A. Bailey,UTA,1,A. Bailey,UTA,0022500856
,Edwards,D. DiVincenzo,MIN,1,D. DiVincenzo,MIN,0022500857
,Thompson,C. Cunningham,DET,1,C. Cunningham,DET,0022500858
,Traore,S. Hauser,BOS,1,S. Hauser,BOS,0022500859
,Green,K. Porter Jr.,MIL,0,R. Rollins,MIL,0022500860
,Christie,K. Middleton,DAL,0,S. Pippen Jr.,MEM,0022500861
,Johnson,N. Jokić,DEN,0,N. Jokić,DEN,0022500862
,Knueppel,L. Ball,CHA,0,K. Murray,POR,0022500863
,Thompson,A. Thompson,HOU,0,P. Larsson,MIA,0022500864
,Carrington,R. Barrett,TOR,0,B. Ingram,TOR,0022500865
,Melton,D. Melton,GSW,0,D. Green,GSW,0022500866
,Williamson,C. Williams,UTA,0,S. Bey,NOP,0022500867
,Castle,D. Fox,SAS,0,O. Anunoby,NYK,0022500868
,Harden,J. Allen,CLE,1,J. Allen,CLE,0022500869
,Giddey,A. Green,MIL,0,M. Buzelis,CHI,0022500870
,Johnson,J. Murray,DEN,0,D. DiVincenzo,MIN,0022500871
,Walker,O. Toppin,IND,0,O. Toppin,IND,0022500872
,Alexander-Walker,J. Holiday,POR,1,J. Holiday,POR,0022500873
,Maxey,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500874
,Suggs,D. Bane,ORL,1,D. Bane,ORL,0022500875
,Martin,D. Gafford,DAL,1,D. Gafford,DAL,0022500876
,Jones Jr.,B. Lopez,LAC,0,J. Collins,LAC,0022500877
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500878
,Thompson,A. Sengun,HOU,0,A. Sengun,HOU,0022500879
,Scheierman,H. González,BOS,0,O. Dieng,MIL,0022500880
,George,A. Bailey,UTA,0,A. Bailey,UTA,0022500881
,Jones Jr.,B. Lopez,LAC,0,M. Moody,GSW,0022500882
,Middleton,M. Christie,DAL,1,M. Christie,DAL,0022500883
,Harden,T. Harris,DET,0,J. Tyson,CLE,0022500884
,Coulibaly,B. Carrington,WAS,0,J. Suggs,ORL,0022500885
,Herro,D. Mitchell,MIA,0,B. Adebayo,MIA,0022500886
,Hart,O. Anunoby,NYK,1,O. Anunoby,NYK,0022500887
,Grimes,V. Edgecombe,PHI,0,J. Champagnie,SAS,0022500888
,Giddey,T. Jones,CHI,0,T. Jones,CHI,0022500889
,Edwards,G. Jackson,MEM,1,G. Jackson,MEM,0022500890
,Smart,L. Dončić,LAL,1,L. Dončić,LAL,0022500891
,,C. Gillespie,PHX,1,C. Gillespie,PHX,0022500892
,Wallace,C. Wallace,OKC,1,C. Wallace,OKC,0022500893
,Miller,M. Diabaté,CHA,1,M. Diabaté,CHA,0022500894
,Watford,A. Bailey,UTA,0,T. Maxey,PHI,0022500895
,Henderson,J. Holiday,POR,1,J. Holiday,POR,0022500896
,McCollum,A. Green,MIL,0,O. Okongwu,ATL,0022500897
,Sanders,D. Jones Jr.,LAC,0,J. Huff,IND,0022500898
,Banchero,K. Middleton,DAL,1,K. Middleton,DAL,0022500899
,Bailey,I. Collier,UTA,1,I. Collier,UTA,0022500900
,Porter Jr.,N. Traore,BKN,1,N. Traore,BKN,0022500901
,Green,D. Green,GSW,1,D. Green,GSW,0022500902
,Quickley,B. Ingram,TOR,1,B. Ingram,TOR,0022500903
,Champagnie,V. Wembanyama,SAS,0,V. Wembanyama,SAS,0022500904
,Booker,J. Green,PHX,0,C. Sexton,CHI,0022500905
,Murray,L. Dončić,LAL,0,N. Jokić,DEN,0022500906
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500907
,Hauser,S. Hauser,BOS,0,N. Queta,BOS,0022500908
,Mitchell,B. Adebayo,MIA,0,K. Knueppel,CHA,0022500909
,Henderson,S. Henderson,POR,0,A. Sengun,HOU,0022500910
,Braun,A. Gordon,DEN,0,J. Murray,DEN,0022500911
,Booker,J. Green,PHX,1,J. Green,PHX,0022500912
,Castle,D. Vassell,SAS,0,D. Jones Jr.,LAC,0022500913
,Doncic,J. Huff,IND,1,J. Huff,IND,0022500914
,Black,P. Banchero,ORL,1,P. Banchero,ORL,0022500915
,Mann,N. Clowney,BKN,0,T. Harris,DET,0022500916
,Oubre Jr.,C. McCollum,ATL,1,C. McCollum,ATL,0022500917
,Jones Jr.,D. Garland,LAC,0,D. Jones Jr.,LAC,0022500918
MIL,G. Antetokounmpo,K. Kuzma,MIL,1,K. Kuzma,MIL,0022500919
,Green,C. Wallace,OKC,1,C. Wallace,OKC,0022500920
,Wade,E. Mobley,CLE,1,E. Mobley,CLE,0022500921
,Reaves,J. Brunson,NYK,0,A. Reaves,LAL,0022500922
,Herro,J. Duren,DET,1,J. Duren,DET,0022500923
,Quickley,R. Barrett,TOR,0,B. Ingram,TOR,0022500924
,Black,B. Coulibaly,WAS,0,S. Bey,NOP,0022500925
,Suggs,W. Carter Jr.,ORL,0,T. da Silva,ORL,0022500926
,Castle,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022500927
,Booker,B. Miller,CHA,1,B. Miller,CHA,0022500928
,Nembhard,A. Nesmith,IND,1,A. Nesmith,IND,0022500929
,Achiuwa,J. Giddey,CHI,0,P. Achiuwa,SAC,0022500930
,Harden,S. Merrill,CLE,0,D. Barlow,PHI,0022500931
,Traore,N. Traore,BKN,0,N. Claxton,BKN,0022500932
,Gordon,N. Jokić,DEN,1,N. Jokić,DEN,0022500933
,Green,G. Santos,GSW,1,G. Santos,GSW,0022500934
,Garland,K. Leonard,LAC,0,D. Jones Jr.,LAC,0022500935
,Edgecombe,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500936
,Sasser,D. Robinson,DET,1,D. Robinson,DET,0022500937
,Mitchell,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500938
,Johnson,D. Gafford,DAL,1,D. Gafford,DAL,0022500939
,Durant,K. Durant,HOU,1,K. Durant,HOU,0022500940
,Gillespie,J. Green,PHX,1,J. Green,PHX,0022500941
,Castle,D. Vassell,SAS,0,V. Wembanyama,SAS,0022500942
,Green,G. Yabusele,CHI,0,D. Green,GSW,0022500943
,Camara,D. Avdija,POR,0,K. Knueppel,CHA,0022500944
,Achiuwa,M. Raynaud,SAC,1,M. Raynaud,SAC,0022500945
,Smart,L. Dončić,LAL,0,A. Edwards,MIN,0022500946
,Banchero,D. Bane,ORL,1,D. Bane,ORL,0022500947
,Quickley,Z. Williamson,NOP,1,Z. Williamson,NOP,0022500948
,Brunson,O. Anunoby,NYK,0,M. Bridges,NYK,0022500949
,Smith Jr.,A. Sengun,HOU,1,A. Sengun,HOU,0022500950
,Knueppel,L. Ball,CHA,1,L. Ball,CHA,0022500951
,Jones Jr.,A. Edwards,MIN,1,A. Edwards,MIN,0022500952
,Harris,C. Cunningham,DET,1,C. Cunningham,DET,0022500953
,Thompson,J. Walker,IND,1,J. Walker,IND,0022500954
,Suggs,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022500955
,Saraf,N. Alexander-Walker,ATL,1,N. Alexander-Walker,ATL,0022500956
,Mitchell,P. Larsson,MIA,1,P. Larsson,MIA,0022500957
,Fox,D. Vassell,SAS,1,D. Vassell,SAS,0022500958
,Mitchell,C. Wallace,OKC,0,P. Pritchard,BOS,0022500959
LAL,L. James,A. Reaves,LAL,1,A. Reaves,LAL,0022500960
,Sasser,O. Prosper,MEM,1,O. Prosper,MEM,0022500961
,Shamet,I. Zubac,IND,0,J. Brunson,NYK,0022500962
,Ingram,B. Ingram,TOR,1,B. Ingram,TOR,0022500963
,Murphy III,D. Murray,NOP,1,D. Murray,NOP,0022500964
,Harden,E. Mobley,CLE,1,E. Mobley,CLE,0022500965
,Horford,B. Podziemski,GSW,0,D. DiVincenzo,MIN,0022500966
,Avdija,J. Holiday,POR,0,A. Bailey,UTA,0022500967
,Jones Jr.,D. Jones Jr.,LAC,1,D. Jones Jr.,LAC,0022500968
,Traore,V. Edgecombe,PHI,1,V. Edgecombe,PHI,0022500969
,Johnson,C. McCollum,ATL,0,N. Alexander-Walker,ATL,0022500970
,Riley,A. Sarr,WAS,0,N. Queta,BOS,0022500971
,Banchero,D. Mitchell,MIA,1,D. Mitchell,MIA,0022500972
,Fox,J. Champagnie,SAS,1,J. Champagnie,SAS,0022500973
,Gordon,J. Murray,DEN,1,J. Murray,DEN,0022500974
,Achiuwa,N. Clifford,SAC,0,M. Raynaud,SAC,0022500975
,Randle,J. McDaniels,MIN,0,C. Holmgren,OKC,0022500976
,Wade,C. Flagg,DAL,0,D. Mitchell,CLE,0022500977
,Harris,J. Duren,DET,1,J. Duren,DET,0022500978
MIL,G. Antetokounmpo,R. Rollins,MIL,1,R. Rollins,MIL,0022500979
,Grant,J. Holiday,POR,0,D. Clingan,POR,0022500980
,Hart,J. Hart,NYK,0,J. Hart,NYK,0022500981
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500982
,Suggs,P. Banchero,ORL,0,W. Carter Jr.,ORL,0022500983
,,W. Riley,WAS,1,W. Riley,WAS,0022500984
,Wolf,N. Claxton,BKN,0,J. Grant,POR,0022500985
,Booker,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500986
,Giddey,L. Miller,CHI,0,W. Clayton Jr.,MEM,0022500987
,Murphy III,H. Jones,NOP,1,H. Jones,NOP,0022500988
,Eason,L. Dončić,LAL,0,C. Capela,HOU,0022500989
,Dunn,D. Jones Jr.,LAC,0,D. Jones Jr.,LAC,0022500990
,Mitchell,N. Powell,MIA,0,M. Diabaté,CHA,0022500991
,Suggs,P. Banchero,ORL,1,P. Banchero,ORL,0022500992
,Thompson,W. Riley,WAS,1,W. Riley,WAS,0022500993
,McConnell,K. Brown,IND,1,K. Brown,IND,0022500994
,Rollins,K. Porter Jr.,MIL,0,J. Harden,CLE,0022500995
,Randle,J. Randle,MIN,1,J. Randle,MIN,0022500996
,Braun,A. Gordon,DEN,1,A. Gordon,DEN,0022500997
,Achiuwa,M. Raynaud,SAC,0,V. Wembanyama,SAS,0022500998
,Podziemski,G. Santos,GSW,0,K. Porziņģis,GSW,0022500999
,Clowney,N. Clowney,BKN,0,C. Wallace,OKC,0022501000
,McConnell,A. Nesmith,IND,0,D. Avdija,POR,0022501001
,Quickley,J. Smith,CHI,0,R. Barrett,TOR,0022501002
,Hart,O. Anunoby,NYK,1,O. Anunoby,NYK,0022501003
,DiVincenzo,R. Gobert,MIN,1,R. Gobert,MIN,0022501004
,Murray,S. Bey,NOP,0,J. Collins,LAC,0022501005
,Nembhard,P. Washington,DAL,0,O. Okongwu,ATL,0022501006
LAL,L. James,L. James,LAL,1,L. James,LAL,0022501007
,da Silva,D. Bane,ORL,1,D. Bane,ORL,0022501008
,Carrington,A. Sarr,WAS,0,T. Harris,DET,0022501009
,Mitchell,D. Mitchell,MIA,1,D. Mitchell,MIA,0022501010
,Giddey,E. Mobley,CLE,0,C. Sexton,CHI,0022501011
,Williamson,T. Murphy III,NOP,1,T. Murphy III,NOP,0022501012
,Champagnie,J. Champagnie,SAS,0,D. Fox,SAS,0022501013
,Harkless,K. Filipowski,UTA,0,R. Rollins,MIL,0022501014
,Achiuwa,D. Plowden,SAC,1,D. Plowden,SAC,0022501015
,Traore,J. Brunson,NYK,0,N. Traore,BKN,0022501016
,Jenkins,T. Harris,DET,0,D. Melton,GSW,0022501017
,Smith Jr.,O. Okongwu,ATL,0,A. Thompson,HOU,0022501018
,Tatum,T. Jerome,MEM,1,T. Jerome,MEM,0022501019
,Randle,J. McDaniels,MIN,0,J. Grant,POR,0022501020
,Gordon,N. Jokić,DEN,1,N. Jokić,DEN,0022501021
,Mitchell,S. Gilgeous-Alexander,OKC,0,A. Sarr,WAS,0022501022
,Ball,L. Ball,CHA,0,L. Ball,CHA,0022501023
LAL,L. James,D. Ayton,LAL,1,D. Ayton,LAL,0022501024
,Harden,S. Merrill,CLE,1,S. Merrill,CLE,0022501025
,Alexander-Walker,C. McCollum,ATL,1,C. McCollum,ATL,0022501026
,Mitchell,B. Adebayo,MIA,0,A. Thompson,HOU,0022501027
,Harper,A. Nesmith,IND,0,H. Barnes,SAS,0022501028
,Christie,M. Christie,DAL,0,D. Garland,LAC,0022501029
,Bailey,A. Bailey,UTA,0,C. Williams,UTA,0022501030
,Gillespie,O. Ighodaro,PHX,0,J. Green,PHX,0022501031
,Braun,J. Murray,DEN,1,J. Murray,DEN,0022501032
,Achiuwa,M. Raynaud,SAC,1,M. Raynaud,SAC,0022501033
,Hart,J. Brunson,NYK,1,J. Brunson,NYK,0022501034
,Dosunmu,J. Randle,MIN,0,D. White,BOS,0022501035
,Gillespie,O. Ighodaro,PHX,0,J. Green,PHX,0022501036
,Alexander-Walker,N. Alexander-Walker,ATL,0,T. Jerome,MEM,0022501037
,Reaves,L. Dončić,LAL,0,L. Dončić,LAL,0022501038
,Carter Jr.,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022501039
,Gilgeous-Alexander,I. Hartenstein,OKC,1,I. Hartenstein,OKC,0022501040
,Fox,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501041
,Smith Jr.,K. Durant,HOU,1,K. Durant,HOU,0022501042
,Harkless,A. Bailey,UTA,0,S. Barnes,TOR,0022501043
,Green,D. Melton,GSW,0,N. Marshall,DAL,0022501044
,Williams,N. Claxton,BKN,1,N. Claxton,BKN,0022501045
,Jones Jr.,K. Leonard,LAC,0,D. Garland,LAC,0022501046
,Monk,M. Raynaud,SAC,1,M. Raynaud,SAC,0022501047
,Bey,H. Jones,NOP,1,H. Jones,NOP,0022501048
,da Silva,D. Bane,ORL,1,D. Bane,ORL,0022501049
,,C. Gillespie,PHX,1,C. Gillespie,PHX,0022501050
,Daniels,A. Thompson,DET,1,A. Thompson,DET,0022501051
,Siakam,J. Hayes,LAL,1,J. Hayes,LAL,0022501052
,Smith,N. Richards,CHI,0,V. Edgecombe,PHI,0022501053
,Jal. Williams,C. Holmgren,OKC,0,L. Dort,OKC,0022501054
,,B. Adebayo,MIA,0,D. Mitchell,MIA,0022501055
,Harper,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501056
,Konchar,J. Konchar,UTA,0,W. Riley,WAS,0022501057
,DiVincenzo,J. McDaniels,MIN,1,J. McDaniels,MIN,0022501058
,Washington,N. Marshall,DAL,0,C. Johnson,DEN,0022501059
,Podziemski,K. Porziņģis,GSW,1,K. Porziņģis,GSW,0022501060
,Avdija,J. Holiday,POR,1,J. Holiday,POR,0022501061
,Shead,R. Barrett,TOR,1,R. Barrett,TOR,0022501062
,Hart,J. Brunson,NYK,1,J. Brunson,NYK,0022501063
,Murray,T. Harris,DET,1,T. Harris,DET,0022501064
,da Silva,P. Achiuwa,SAC,0,D. Carter,SAC,0022501065
,Jones Jr.,B. Lopez,LAC,0,D. Garland,LAC,0022501066
,Scheierman,N. Queta,BOS,1,N. Queta,BOS,0022501067
,Harden,J. Allen,CLE,1,J. Allen,CLE,0022501068
,Small,R. Sheppard,HOU,0,J. Small,MEM,0022501069
,Jones,I. Okoro,CHI,1,I. Okoro,CHI,0022501070
,Barnes,Z. Williamson,NOP,1,Z. Williamson,NOP,0022501071
,Gordon,C. Braun,DEN,0,A. Bailey,UTA,0022501072
,Carrington,B. Carrington,WAS,1,B. Carrington,WAS,0022501073
,Flagg,P. Washington,DAL,0,C. Flagg,DAL,0022501074
,LaRavia,N. Clowney,BKN,0,L. Dončić,LAL,0022501075
,Fox,S. Castle,SAS,1,S. Castle,SAS,0022501076
,Ball,B. Miller,CHA,0,M. Diabaté,CHA,0022501077
,Alexander-Walker,M. Gueye,ATL,0,C. McCollum,ATL,0022501078
,Miller,T. Jones,CHI,1,T. Jones,CHI,0022501079
,Jenkins,D. Jenkins,DET,0,R. Gobert,MIN,0022501080
,Gillespie,C. Gillespie,PHX,0,B. Sensabaugh,UTA,0022501081
,Dieng,P. Nance,MIL,0,J. Collins,LAC,0022501082
,Jackson,P. Siakam,IND,0,A. Nembhard,IND,0022501083
,Achiuwa,M. Raynaud,SAC,1,M. Raynaud,SAC,0022501084
,Walsh,S. Hauser,BOS,0,K. Knueppel,CHA,0022501085
,Suggs,D. Bane,ORL,1,D. Bane,ORL,0022501086
,Avdija,T. Camara,POR,0,S. Henderson,POR,0022501087
,Williamson,Z. Williamson,NOP,1,Z. Williamson,NOP,0022501088
,Jal. Williams,L. Dort,OKC,1,L. Dort,OKC,0022501089
,Green,K. Porziņģis,GSW,1,K. Porziņģis,GSW,0022501090
,Herro,P. Larsson,MIA,1,P. Larsson,MIA,0022501091
,White,J. Brown,BOS,0,J. Johnson,ATL,0022501092
,Mashack,C. Spencer,MEM,1,C. Spencer,MEM,0022501093
,Fox,T. Jones,CHI,1,T. Jones,CHI,0022501094
,Dosunmu,D. DiVincenzo,MIN,0,M. Christie,DAL,0022501095
,Ellis,B. Sensabaugh,UTA,0,A. Bailey,UTA,0022501096
,Mitchell,C. Wallace,OKC,1,C. Wallace,OKC,0022501097
LAL,L. James,L. James,LAL,1,L. James,LAL,0022501098
,Banchero,J. Suggs,ORL,1,J. Suggs,ORL,0022501099
,Traore,B. Miller,CHA,1,B. Miller,CHA,0022501100
,Barrett,J. Poeltl,TOR,0,J. Duren,DET,0022501101
,Smith Jr.,A. Sengun,HOU,0,A. Thompson,HOU,0022501102
,Mitchell,D. Mitchell,CLE,0,J. Allen,CLE,0022501103
,Leonard,K. Leonard,LAC,0,S. Henderson,POR,0022501104
,Edgecombe,P. George,PHI,1,P. George,PHI,0022501105
,Herro,B. Adebayo,MIA,1,B. Adebayo,MIA,0022501106
,Suggs,F. Wagner,ORL,0,O. Okongwu,ATL,0022501107
,,J. Poeltl,TOR,0,J. Poeltl,TOR,0022501108
,Siakam,P. Siakam,IND,1,P. Siakam,IND,0022501109
,Thompson,A. Green,MIL,0,K. Durant,HOU,0022501110
,Washington,D. Gafford,DAL,1,D. Gafford,DAL,0022501111
,Johnson,J. Murray,DEN,1,J. Murray,DEN,0022501112
,Fox,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501113
,Gillespie,C. Gillespie,PHX,1,C. Gillespie,PHX,0022501114
,Robinson,D. Jenkins,DET,1,D. Jenkins,DET,0022501115
,Doncic,L. Dončić,LAL,0,I. Hartenstein,OKC,0022501116
,Harden,E. Mobley,CLE,0,D. Green,GSW,0022501117
,Avdija,S. Henderson,POR,1,S. Henderson,POR,0022501118
,Jones Jr.,B. Lopez,LAC,1,B. Lopez,LAC,0022501119
,Siakam,P. Siakam,IND,1,P. Siakam,IND,0022501120
,Randle,V. Edgecombe,PHI,1,V. Edgecombe,PHI,0022501121
,Alexander-Walker,O. Okongwu,ATL,0,O. Okongwu,ATL,0022501122
,Hart,M. Bridges,NYK,0,M. Robinson,NYK,0022501123
,Williams,A. Bailey,UTA,0,K. Durant,HOU,0022501124
,Barnes,S. Barnes,TOR,1,S. Barnes,TOR,0022501125
,Tatum,N. Queta,BOS,1,N. Queta,BOS,0022501126
,Banchero,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022501127
,Achiuwa,P. Achiuwa,SAC,0,Z. Williamson,NOP,0022501128
,Mitchell,B. Carrington,WAS,0,B. Adebayo,MIA,0022501129
,Fox,J. Champagnie,SAS,0,C. Johnson,DEN,0022501130
,,A. Thompson,DET,1,A. Thompson,DET,0022501131
,Brown,J. Brown,BOS,1,J. Brown,BOS,0022501132
,Liddell,D. Powell,BKN,0,N. Traore,BKN,0022501133
,Green,D. Brooks,PHX,0,D. Booker,PHX,0022501134
,Green,R. Rollins,MIL,0,R. Rupert,MEM,0022501135
,Strus,T. Bryant,CLE,0,K. Brown,IND,0022501136
,Bridges,B. Miller,CHA,0,L. Ball,CHA,0022501137
,Suggs,J. Suggs,ORL,0,P. Banchero,ORL,0022501138
,Williams,K. Filipowski,UTA,0,K. Filipowski,UTA,0022501139
LAL,L. James,C. Flagg,DAL,1,C. Flagg,DAL,0022501140
,Achiuwa,P. Achiuwa,SAC,0,P. Achiuwa,SAC,0022501141
,Green,B. Podziemski,GSW,1,B. Podziemski,GSW,0022501142
,Johnson,C. McCollum,ATL,0,C. McCollum,ATL,0022501143
,Banchero,J. Duren,DET,0,T. da Silva,ORL,0022501144
,Schroder,E. Mobley,CLE,1,E. Mobley,CLE,0022501145
,Fox,V. Wembanyama,SAS,0,P. George,PHI,0022501146
,Johnson,A. Gordon,DEN,0,T. Camara,POR,0022501147
,Carrington,B. Coulibaly,WAS,1,B. Coulibaly,WAS,0022501148
,Hauser,J. Brown,BOS,1,J. Brown,BOS,0022501149
,Dieng,P. Nance,MIL,1,P. Nance,MIL,0022501150
,Barnes,B. Ingram,TOR,1,B. Ingram,TOR,0022501151
,Dosunmu,A. Dosunmu,MIN,0,J. Huff,IND,0022501152
,Filipowski,O. Tshiebwe,UTA,0,J. Fears,NOP,0022501153
,Plowden,M. Raynaud,SAC,0,M. Raynaud,SAC,0022501154
,Mitchell,C. Holmgren,OKC,0,S. Gilgeous-Alexander,OKC,0022501155
,Dunn,B. Lopez,LAC,1,B. Lopez,LAC,0022501156
,Booker,D. Brooks,PHX,0,J. Smith Jr.,HOU,0022501157
,Harden,J. Allen,CLE,0,J. Harden,CLE,0022501158
,Suggs,N. Reid,MIN,0,J. McDaniels,MIN,0022501159
,Thompson,D. Robinson,DET,0,A. Green,MIL,0022501160
,Fox,L. Kornet,SAS,0,T. Camara,POR,0022501161
,Gordon,C. Coward,MEM,0,C. Johnson,DEN,0022501162
,Jal. Williams,C. Holmgren,OKC,0,D. Jones Jr.,LAC,0022501163
,Goodwin,J. Goodwin,PHX,1,J. Goodwin,PHX,0022501164
,Herro,T. Herro,MIA,1,T. Herro,MIA,0022501165
,Jones,T. Jones,CHI,1,T. Jones,CHI,0022501166
,Potter,J. Slawson,IND,1,J. Slawson,IND,0022501167
,Tatum,M. Bridges,NYK,1,M. Bridges,NYK,0022501168
,Durant,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022501169
,Hachimura,D. Ayton,LAL,1,D. Ayton,LAL,0022501170
,Ball,K. Knueppel,CHA,0,B. Miller,CHA,0022501171
,Gill,B. Carrington,WAS,0,K. Ware,MIA,0022501172
,Wade,E. Mobley,CLE,1,E. Mobley,CLE,0022501173
,Fears,J. Walsh,BOS,0,D. Queen,NOP,0022501174
,Thompson,V. Edgecombe,PHI,0,T. Maxey,PHI,0022501175
,Walter,B. Ingram,TOR,0,M. Bridges,NYK,0022501176
,Sexton,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022501177
,Anderson,J. McDaniels,MIN,0,J. McDaniels,MIN,0022501178
,Green,M. Turner,MIL,1,M. Turner,MIL,0022501179
,Harper,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501180
