tip_win_team,tip_to_player,first_shot_player,first_shot_team,first_shot_made,first_basket_player,first_basket_team,game_id
TOR,Murray-Boyles,B. Ingram,TOR,1,B. Ingram,TOR,0022500736
CHA,Miller,L. Ball,CHA,1,L. Ball,CHA,0022500737
SAS,Champagnie,H. Barnes,SAS,0,M. Christie,DAL,0022500738
PHX,Gillespie,G. Allen,PHX,0,M. Williams,PHX,0022500739
PHI,Maxey,T. Maxey,PHI,1,T. Maxey,PHI,0022500740
MIA,Wiggins,N. Powell,MIA,1,N. Powell,MIA,0022500741
DET,Cunningham,I. Stewart,DET,1,I. Stewart,DET,0022500742
IND,Siakam,A. Nesmith,IND,0,P. Siakam,IND,0022500743
NOP,Williamson,A. Edwards,MIN,1,A. Edwards,MIN,0022500744
POR,Camara,J. Grant,POR,0,O. Prosper,MEM,0022500745
SAC,Westbrook,D. Hunter,SAC,1,D. Hunter,SAC,0022500746
BKN,Clowney,J. Watkins,WAS,0,W. Riley,WAS,0022500747
OKC,Wallace,C. Wallace,OKC,1,C. Wallace,OKC,0022500748
SAS,Vassell,D. Fox,SAS,0,V. Wembanyama,SAS,0022500749
UTA,Jackson Jr.,J. Jackson Jr.,UTA,0,J. Jackson Jr.,UTA,0022500750
ATL,Alexander-Walker,Z. Risacher,ATL,1,Z. Risacher,ATL,0022500751
CHI,Okoro,G. Yabusele,CHI,0,C. Johnson,DEN,0022500752
GSW,Santos,M. Moody,GSW,0,P. Spencer,GSW,0022500753
PHX,O'Neale,C. Gillespie,PHX,1,C. Gillespie,PHX,0022500754
POR,Camara,D. Clingan,POR,0,J. Holiday,POR,0022500755
SAC,Westbrook,R. Westbrook,SAC,1,R. Westbrook,SAC,0022500756
NYK,Hart,M. Bridges,NYK,1,M. Bridges,NYK,0022500757
MIA,Mitchell,N. Powell,MIA,0,B. Carrington,WAS,0022500758
TOR,Quickley,B. Ingram,TOR,1,B. Ingram,TOR,0022500759
LAC,Jones Jr.,K. Leonard,LAC,0,A. Edwards,MIN,0022500760
DET,Thompson,D. Robinson,DET,1,D. Robinson,DET,0022500761
CHI,Buzelis,M. Buzelis,CHI,1,M. Buzelis,CHI,0022500762
UTA,Collier,I. Collier,UTA,0,J. Jackson Jr.,UTA,0022500763
ORL,Suggs,D. Bane,ORL,0,A. Green,MIL,0022500764
MIN,McDaniels,A. Edwards,MIN,1,A. Edwards,MIN,0022500765
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500766
DEN,Murray,D. Mitchell,CLE,0,J. Allen,CLE,0022500767
,Spencer,T. Jerome,MEM,0,C. Coward,MEM,0022500768
LAL,Smart,J. Williams,OKC,0,C. Wallace,OKC,0022500769
POR,Grant,D. Avdija,POR,1,D. Avdija,POR,0022500770
NYK,Hart,K. Towns,NYK,1,K. Towns,NYK,0022500771
HOU,Smith Jr.,J. Smith Jr.,HOU,1,J. Smith Jr.,HOU,0022500772
PHX,Gillespie,D. Brooks,PHX,0,D. Brooks,PHX,0022500773
SAS,Champagnie,J. Champagnie,SAS,1,J. Champagnie,SAS,0022500774
ATL,Alexander-Walker,G. Williams,CHA,0,B. Miller,CHA,0022500775
CLE,Harden,J. Allen,CLE,1,J. Allen,CLE,0022500776
ORL,Suggs,W. Carter Jr.,ORL,0,J. Sims,MIL,0022500777
BOS,Hauser,N. Queta,BOS,1,N. Queta,BOS,0022500778
IND,Walker,J. Walker,IND,1,J. Walker,IND,0022500779
PHI,Maxey,T. Maxey,PHI,0,A. Bona,PHI,0022500780
TOR,Quickley,B. Ingram,TOR,0,P. Reed,DET,0022500781
LAC,Jones Jr.,K. Leonard,LAC,0,K. Leonard,LAC,0022500782
MIN,McDaniels,J. McDaniels,MIN,1,J. McDaniels,MIN,0022500783
MIA,Gardner,K. Ware,MIA,1,K. Ware,MIA,0022500784
PHX,Goodwin,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500785
UTA,Collier,D. Carter,SAC,0,M. Raynaud,SAC,0022500786
DEN,Murray,J. Murray,DEN,1,J. Murray,DEN,0022500787
SAS,Fox,D. Fox,SAS,0,M. Moody,GSW,0022500788
OKC,Wallace,C. Holmgren,OKC,0,I. Joe,OKC,0022500789
POR,Clingan,J. Grant,POR,0,C. Williams,UTA,0022500790
,L. James,M. Smart,LAL,1,M. Smart,LAL,0022500791
CHA,Ball,R. Kalkbrenner,CHA,1,R. Kalkbrenner,CHA,0022500792
CLE,Harden,M. Porter Jr.,BKN,0,D. Wade,CLE,0022500793
,,T. Maxey,PHI,1,T. Maxey,PHI,0022500794
IND,Nesmith,J. Huff,IND,1,J. Huff,IND,0022500795
,,J. Brunson,NYK,1,J. Brunson,NYK,0022500796
CHI,Simons,B. Ingram,TOR,1,B. Ingram,TOR,0022500797
SAS,Vassell,V. Wembanyama,SAS,0,D. Booker,PHX,0022500798
GSW,Moody,M. Moody,GSW,1,M. Moody,GSW,0022500799
SAC,Achiuwa,D. DeRozan,SAC,0,J. Suggs,ORL,0022500800
DEN,Murray,C. Johnson,DEN,1,C. Johnson,DEN,0022500801
CLE,Wade,J. Allen,CLE,1,J. Allen,CLE,0022500802
IND,McConnell,K. Jones,IND,0,J. Huff,IND,0022500803
MEM,Mashack,J. Wells,MEM,0,I. Collier,UTA,0022500804
MIA,Mitchell,B. Adebayo,MIA,0,B. Adebayo,MIA,0022500805
MIN,Edwards,D. DiVincenzo,MIN,1,D. DiVincenzo,MIN,0022500806
NOP,Bey,B. McGowens,NOP,0,H. Jones,NOP,0022500807
OKC,Wallace,L. Dort,OKC,1,L. Dort,OKC,0022500808
LAL,James,L. Dončić,LAL,0,B. Lopez,LAC,0022500809
DEN,Braun,N. Jokić,DEN,1,N. Jokić,DEN,0022500810
PHX,O'Neale,J. Green,PHX,0,P. Banchero,ORL,0022500811
PHI,Oubre Jr.,T. Maxey,PHI,0,K. Oubre Jr.,PHI,0022500812
,Jakucionis,A. Wiggins,MIA,1,A. Wiggins,MIA,0022500813
DET,Harris,G. Yabusele,CHI,0,J. Duren,DET,0022500814
SAS,Castle,D. Fox,SAS,1,D. Fox,SAS,0022500815
HOU,Smith Jr.,A. Sengun,HOU,0,O. Anunoby,NYK,0022500816
CLE,Harden,C. Wallace,OKC,0,C. Holmgren,OKC,0022500817
BKN,Traore,N. Clowney,BKN,0,J. Johnson,ATL,0022500818
TOR,Barrett,R. Barrett,TOR,0,R. Barrett,TOR,0022500819
DEN,Murray,J. Strawther,DEN,0,M. Moody,GSW,0022500820
DAL,Washington,P. Washington,DAL,0,K. Middleton,DAL,0022500821
CHA,Miller,B. Coulibaly,WAS,1,B. Coulibaly,WAS,0022500822
LAL,James,L. Dončić,LAL,0,L. James,LAL,0022500823
PHI,Maxey,J. Randle,MIN,0,A. Edwards,MIN,0022500824
CHI,Yabusele,O. Anunoby,NYK,1,O. Anunoby,NYK,0022500825
POR,Holiday,J. Holiday,POR,0,C. Gillespie,PHX,0022500826
LAC,Leonard,K. Leonard,LAC,0,K. Leonard,LAC,0022500827
SAS,Vassell,D. Vassell,SAS,1,D. Vassell,SAS,0022500828
SAC,Westbrook,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500829
HOU,Smith Jr.,J. Smith Jr.,HOU,1,J. Smith Jr.,HOU,0022500830
PHI,Embiid,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500831
ATL,McCollum,O. Okongwu,ATL,0,C. McCollum,ATL,0022500832
,Demin,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500833
OKC,Wallace,I. Joe,OKC,0,I. Quickley,TOR,0022500834
NYK,Hart,J. Hart,NYK,0,J. Hart,NYK,0022500835
CHA,Miller,B. Miller,CHA,1,B. Miller,CHA,0022500836
MIA,Larsson,B. Adebayo,MIA,0,K. Kuzma,MIL,0022500837
NOP,Murray,D. Murray,NOP,1,D. Murray,NOP,0022500838
PHX,Gillespie,D. White,BOS,1,D. White,BOS,0022500839
LAL,James,D. Ayton,LAL,1,D. Ayton,LAL,0022500840
POR,Holiday,J. Holiday,POR,0,K. Murray,POR,0022500841
DET,Robinson,J. Williams,OKC,1,J. Williams,OKC,0022500842
SAS,Fox,D. Fox,SAS,1,D. Fox,SAS,0022500843
GSW,Podziemski,A. Horford,GSW,1,A. Horford,GSW,0022500844
,,M. Raynaud,SAC,0,R. Westbrook,SAC,0022500845
,Schroder,S. Merrill,CLE,0,J. Allen,CLE,0022500846
BOS,White,D. White,BOS,0,J. Murray,DEN,0022500847
CHA,Miller,B. Miller,CHA,0,O. Toppin,IND,0022500848
,,T. Maxey,PHI,0,J. Embiid,PHI,0022500849
ATL,Kuminga,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500850
SAS,Castle,S. Castle,SAS,1,S. Castle,SAS,0022500851
ORL,Banchero,T. da Silva,ORL,0,A. Sengun,HOU,0022500852
CHI,Giddey,M. Buzelis,CHI,1,M. Buzelis,CHI,0022500853
SAC,Carter,M. Raynaud,SAC,0,P. Achiuwa,SAC,0022500854
PHX,Gillespie,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500855
UTA,Collier,A. Bailey,UTA,1,A. Bailey,UTA,0022500856
MIN,Edwards,D. DiVincenzo,MIN,1,D. DiVincenzo,MIN,0022500857
DET,Thompson,C. Cunningham,DET,1,C. Cunningham,DET,0022500858
BKN,Traore,S. Hauser,BOS,1,S. Hauser,BOS,0022500859
MIL,Green,K. Porter Jr.,MIL,0,R. Rollins,MIL,0022500860
DAL,Christie,K. Middleton,DAL,0,S. Pippen Jr.,MEM,0022500861
DEN,Johnson,N. Jokić,DEN,0,N. Jokić,DEN,0022500862
CHA,Knueppel,L. Ball,CHA,0,K. Murray,POR,0022500863
HOU,Thompson,A. Thompson,HOU,0,P. Larsson,MIA,0022500864
WAS,Carrington,R. Barrett,TOR,0,B. Ingram,TOR,0022500865
GSW,Melton,D. Melton,GSW,0,D. Green,GSW,0022500866
NOP,Williamson,C. Williams,UTA,0,S. Bey,NOP,0022500867
SAS,Castle,D. Fox,SAS,0,O. Anunoby,NYK,0022500868
CLE,Harden,J. Allen,CLE,1,J. Allen,CLE,0022500869
CHI,Giddey,A. Green,MIL,0,M. Buzelis,CHI,0022500870
DEN,Johnson,J. Murray,DEN,0,D. DiVincenzo,MIN,0022500871
IND,Walker,O. Toppin,IND,0,O. Toppin,IND,0022500872
ATL,Alexander-Walker,J. Holiday,POR,1,J. Holiday,POR,0022500873
PHI,Maxey,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500874
ORL,Suggs,D. Bane,ORL,1,D. Bane,ORL,0022500875
DAL,Martin,D. Gafford,DAL,1,D. Gafford,DAL,0022500876
LAC,Jones Jr.,B. Lopez,LAC,0,J. Collins,LAC,0022500877
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500878
HOU,Thompson,A. Sengun,HOU,0,A. Sengun,HOU,0022500879
BOS,Scheierman,H. González,BOS,0,O. Dieng,MIL,0022500880
UTA,George,A. Bailey,UTA,0,A. Bailey,UTA,0022500881
LAC,Jones Jr.,B. Lopez,LAC,0,M. Moody,GSW,0022500882
DAL,Middleton,M. Christie,DAL,1,M. Christie,DAL,0022500883
CLE,Harden,T. Harris,DET,0,J. Tyson,CLE,0022500884
WAS,Coulibaly,B. Carrington,WAS,0,J. Suggs,ORL,0022500885
MIA,Herro,D. Mitchell,MIA,0,B. Adebayo,MIA,0022500886
NYK,Hart,O. Anunoby,NYK,1,O. Anunoby,NYK,0022500887
PHI,Grimes,V. Edgecombe,PHI,0,J. Champagnie,SAS,0022500888
CHI,Giddey,T. Jones,CHI,0,T. Jones,CHI,0022500889
MIN,Edwards,G. Jackson,MEM,1,G. Jackson,MEM,0022500890
LAL,Smart,L. Dončić,LAL,1,L. Dončić,LAL,0022500891
,,C. Gillespie,PHX,1,C. Gillespie,PHX,0022500892
OKC,Wallace,C. Wallace,OKC,1,C. Wallace,OKC,0022500893
CHA,Miller,M. Diabaté,CHA,1,M. Diabaté,CHA,0022500894
PHI,Watford,A. Bailey,UTA,0,T. Maxey,PHI,0022500895
POR,Henderson,J. Holiday,POR,1,J. Holiday,POR,0022500896
ATL,McCollum,A. Green,MIL,0,O. Okongwu,ATL,0022500897
LAC,Sanders,D. Jones Jr.,LAC,0,J. Huff,IND,0022500898
ORL,Banchero,K. Middleton,DAL,1,K. Middleton,DAL,0022500899
UTA,Bailey,I. Collier,UTA,1,I. Collier,UTA,0022500900
BKN,Porter Jr.,N. Traore,BKN,1,N. Traore,BKN,0022500901
GSW,Green,D. Green,GSW,1,D. Green,GSW,0022500902
TOR,Quickley,B. Ingram,TOR,1,B. Ingram,TOR,0022500903
SAS,Champagnie,V. Wembanyama,SAS,0,V. Wembanyama,SAS,0022500904
PHX,Booker,J. Green,PHX,0,C. Sexton,CHI,0022500905
DEN,Murray,L. Dončić,LAL,0,N. Jokić,DEN,0022500906
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500907
BOS,Hauser,S. Hauser,BOS,0,N. Queta,BOS,0022500908
MIA,Mitchell,B. Adebayo,MIA,0,K. Knueppel,CHA,0022500909
POR,Henderson,S. Henderson,POR,0,A. Sengun,HOU,0022500910
DEN,Braun,A. Gordon,DEN,0,J. Murray,DEN,0022500911
PHX,Booker,J. Green,PHX,1,J. Green,PHX,0022500912
SAS,Castle,D. Vassell,SAS,0,D. Jones Jr.,LAC,0022500913
,Doncic,J. Huff,IND,1,J. Huff,IND,0022500914
ORL,Black,P. Banchero,ORL,1,P. Banchero,ORL,0022500915
BKN,Mann,N. Clowney,BKN,0,T. Harris,DET,0022500916
PHI,Oubre Jr.,C. McCollum,ATL,1,C. McCollum,ATL,0022500917
LAC,Jones Jr.,D. Garland,LAC,0,D. Jones Jr.,LAC,0022500918
,G. Antetokounmpo,K. Kuzma,MIL,1,K. Kuzma,MIL,0022500919
GSW,Green,C. Wallace,OKC,1,C. Wallace,OKC,0022500920
CLE,Wade,E. Mobley,CLE,1,E. Mobley,CLE,0022500921
LAL,Reaves,J. Brunson,NYK,0,A. Reaves,LAL,0022500922
MIA,Herro,J. Duren,DET,1,J. Duren,DET,0022500923
TOR,Quickley,R. Barrett,TOR,0,B. Ingram,TOR,0022500924
WAS,Black,B. Coulibaly,WAS,0,S. Bey,NOP,0022500925
ORL,Suggs,W. Carter Jr.,ORL,0,T. da Silva,ORL,0022500926
SAS,Castle,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022500927
PHX,Booker,B. Miller,CHA,1,B. Miller,CHA,0022500928
IND,Nembhard,A. Nesmith,IND,1,A. Nesmith,IND,0022500929
SAC,Achiuwa,J. Giddey,CHI,0,P. Achiuwa,SAC,0022500930
CLE,Harden,S. Merrill,CLE,0,D. Barlow,PHI,0022500931
BKN,Traore,N. Traore,BKN,0,N. Claxton,BKN,0022500932
DEN,Gordon,N. Jokić,DEN,1,N. Jokić,DEN,0022500933
GSW,Green,G. Santos,GSW,1,G. Santos,GSW,0022500934
LAC,Garland,K. Leonard,LAC,0,D. Jones Jr.,LAC,0022500935
PHI,Edgecombe,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500936
DET,Sasser,D. Robinson,DET,1,D. Robinson,DET,0022500937
MIA,Mitchell,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500938
ATL,Johnson,D. Gafford,DAL,1,D. Gafford,DAL,0022500939
HOU,Durant,K. Durant,HOU,1,K. Durant,HOU,0022500940
PHX,Gillespie,J. Green,PHX,1,J. Green,PHX,0022500941
SAS,Castle,D. Vassell,SAS,0,V. Wembanyama,SAS,0022500942
GSW,Green,G. Yabusele,CHI,0,D. Green,GSW,0022500943
POR,Camara,D. Avdija,POR,0,K. Knueppel,CHA,0022500944
SAC,Achiuwa,M. Raynaud,SAC,1,M. Raynaud,SAC,0022500945
LAL,Smart,L. Dončić,LAL,0,A. Edwards,MIN,0022500946
ORL,Banchero,D. Bane,ORL,1,D. Bane,ORL,0022500947
TOR,Quickley,Z. Williamson,NOP,1,Z. Williamson,NOP,0022500948
NYK,Brunson,O. Anunoby,NYK,0,M. Bridges,NYK,0022500949
HOU,Smith Jr.,A. Sengun,HOU,1,A. Sengun,HOU,0022500950
CHA,Knueppel,L. Ball,CHA,1,L. Ball,CHA,0022500951
LAC,Jones Jr.,A. Edwards,MIN,1,A. Edwards,MIN,0022500952
DET,Harris,C. Cunningham,DET,1,C. Cunningham,DET,0022500953
IND,Thompson,J. Walker,IND,1,J. Walker,IND,0022500954
ORL,Suggs,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022500955
BKN,Saraf,N. Alexander-Walker,ATL,1,N. Alexander-Walker,ATL,0022500956
MIA,Mitchell,P. Larsson,MIA,1,P. Larsson,MIA,0022500957
SAS,Fox,D. Vassell,SAS,1,D. Vassell,SAS,0022500958
OKC,Mitchell,C. Wallace,OKC,0,P. Pritchard,BOS,0022500959
,L. James,A. Reaves,LAL,1,A. Reaves,LAL,0022500960
DET,Sasser,O. Prosper,MEM,1,O. Prosper,MEM,0022500961
NYK,Shamet,I. Zubac,IND,0,J. Brunson,NYK,0022500962
TOR,Ingram,B. Ingram,TOR,1,B. Ingram,TOR,0022500963
NOP,Murphy III,D. Murray,NOP,1,D. Murray,NOP,0022500964
CLE,Harden,E. Mobley,CLE,1,E. Mobley,CLE,0022500965
GSW,Horford,B. Podziemski,GSW,0,D. DiVincenzo,MIN,0022500966
POR,Avdija,J. Holiday,POR,0,A. Bailey,UTA,0022500967
LAC,Jones Jr.,D. Jones Jr.,LAC,1,D. Jones Jr.,LAC,0022500968
BKN,Traore,V. Edgecombe,PHI,1,V. Edgecombe,PHI,0022500969
ATL,Johnson,C. McCollum,ATL,0,N. Alexander-Walker,ATL,0022500970
WAS,Riley,A. Sarr,WAS,0,N. Queta,BOS,0022500971
ORL,Banchero,D. Mitchell,MIA,1,D. Mitchell,MIA,0022500972
SAS,Fox,J. Champagnie,SAS,1,J. Champagnie,SAS,0022500973
DEN,Gordon,J. Murray,DEN,1,J. Murray,DEN,0022500974
SAC,Achiuwa,N. Clifford,SAC,0,M. Raynaud,SAC,0022500975
MIN,Randle,J. McDaniels,MIN,0,C. Holmgren,OKC,0022500976
CLE,Wade,C. Flagg,DAL,0,D. Mitchell,CLE,0022500977
DET,Harris,J. Duren,DET,1,J. Duren,DET,0022500978
,G. Antetokounmpo,R. Rollins,MIL,1,R. Rollins,MIL,0022500979
POR,Grant,J. Holiday,POR,0,D. Clingan,POR,0022500980
NYK,Hart,J. Hart,NYK,0,J. Hart,NYK,0022500981
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500982
ORL,Suggs,P. Banchero,ORL,0,W. Carter Jr.,ORL,0022500983
,,W. Riley,WAS,1,W. Riley,WAS,0022500984
BKN,Wolf,N. Claxton,BKN,0,J. Grant,POR,0022500985
PHX,Booker,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500986
CHI,Giddey,L. Miller,CHI,0,W. Clayton Jr.,MEM,0022500987
NOP,Murphy III,H. Jones,NOP,1,H. Jones,NOP,0022500988
HOU,Eason,L. Dončić,LAL,0,C. Capela,HOU,0022500989
LAC,Dunn,D. Jones Jr.,LAC,0,D. Jones Jr.,LAC,0022500990
MIA,Mitchell,N. Powell,MIA,0,M. Diabaté,CHA,0022500991
ORL,Suggs,P. Banchero,ORL,1,P. Banchero,ORL,0022500992
DET,Thompson,W. Riley,WAS,1,W. Riley,WAS,0022500993
IND,McConnell,K. Brown,IND,1,K. Brown,IND,0022500994
MIL,Rollins,K. Porter Jr.,MIL,0,J. Harden,CLE,0022500995
MIN,Randle,J. Randle,MIN,1,J. Randle,MIN,0022500996
DEN,Braun,A. Gordon,DEN,1,A. Gordon,DEN,0022500997
SAC,Achiuwa,M. Raynaud,SAC,0,V. Wembanyama,SAS,0022500998
GSW,Podziemski,G. Santos,GSW,0,K. Porziņģis,GSW,0022500999
BKN,Clowney,N. Clowney,BKN,0,C. Wallace,OKC,0022501000
IND,McConnell,A. Nesmith,IND,0,D. Avdija,POR,0022501001
TOR,Quickley,J. Smith,CHI,0,R. Barrett,TOR,0022501002
NYK,Hart,O. Anunoby,NYK,1,O. Anunoby,NYK,0022501003
MIN,DiVincenzo,R. Gobert,MIN,1,R. Gobert,MIN,0022501004
NOP,Murray,S. Bey,NOP,0,J. Collins,LAC,0022501005
DAL,Nembhard,P. Washington,DAL,0,O. Okongwu,ATL,0022501006
,L. James,L. James,LAL,1,L. James,LAL,0022501007
ORL,da Silva,D. Bane,ORL,1,D. Bane,ORL,0022501008
WAS,Carrington,A. Sarr,WAS,0,T. Harris,DET,0022501009
MIA,Mitchell,D. Mitchell,MIA,1,D. Mitchell,MIA,0022501010
CHI,Giddey,E. Mobley,CLE,0,C. Sexton,CHI,0022501011
NOP,Williamson,T. Murphy III,NOP,1,T. Murphy III,NOP,0022501012
SAS,Champagnie,J. Champagnie,SAS,0,D. Fox,SAS,0022501013
UTA,Harkless,K. Filipowski,UTA,0,R. Rollins,MIL,0022501014
SAC,Achiuwa,D. Plowden,SAC,1,D. Plowden,SAC,0022501015
BKN,Traore,J. Brunson,NYK,0,N. Traore,BKN,0022501016
DET,Jenkins,T. Harris,DET,0,D. Melton,GSW,0022501017
HOU,Smith Jr.,O. Okongwu,ATL,0,A. Thompson,HOU,0022501018
BOS,Tatum,T. Jerome,MEM,1,T. Jerome,MEM,0022501019
MIN,Randle,J. McDaniels,MIN,0,J. Grant,POR,0022501020
DEN,Gordon,N. Jokić,DEN,1,N. Jokić,DEN,0022501021
OKC,Mitchell,S. Gilgeous-Alexander,OKC,0,A. Sarr,WAS,0022501022
CHA,Ball,L. Ball,CHA,0,L. Ball,CHA,0022501023
,L. James,D. Ayton,LAL,1,D. Ayton,LAL,0022501024
CLE,Harden,S. Merrill,CLE,1,S. Merrill,CLE,0022501025
ATL,Alexander-Walker,C. McCollum,ATL,1,C. McCollum,ATL,0022501026
MIA,Mitchell,B. Adebayo,MIA,0,A. Thompson,HOU,0022501027
SAS,Harper,A. Nesmith,IND,0,H. Barnes,SAS,0022501028
DAL,Christie,M. Christie,DAL,0,D. Garland,LAC,0022501029
UTA,Bailey,A. Bailey,UTA,0,C. Williams,UTA,0022501030
PHX,Gillespie,O. Ighodaro,PHX,0,J. Green,PHX,0022501031
DEN,Braun,J. Murray,DEN,1,J. Murray,DEN,0022501032
SAC,Achiuwa,M. Raynaud,SAC,1,M. Raynaud,SAC,0022501033
NYK,Hart,J. Brunson,NYK,1,J. Brunson,NYK,0022501034
MIN,Dosunmu,J. Randle,MIN,0,D. White,BOS,0022501035
PHX,Gillespie,O. Ighodaro,PHX,0,J. Green,PHX,0022501036
ATL,Alexander-Walker,N. Alexander-Walker,ATL,0,T. Jerome,MEM,0022501037
LAL,Reaves,L. Dončić,LAL,0,L. Dončić,LAL,0022501038
ORL,Carter Jr.,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022501039
OKC,Gilgeous-Alexander,I. Hartenstein,OKC,1,I. Hartenstein,OKC,0022501040
SAS,Fox,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501041
HOU,Smith Jr.,K. Durant,HOU,1,K. Durant,HOU,0022501042
UTA,Harkless,A. Bailey,UTA,0,S. Barnes,TOR,0022501043
GSW,Green,D. Melton,GSW,0,N. Marshall,DAL,0022501044
BKN,Williams,N. Claxton,BKN,1,N. Claxton,BKN,0022501045
LAC,Jones Jr.,K. Leonard,LAC,0,D. Garland,LAC,0022501046
SAC,Monk,M. Raynaud,SAC,1,M. Raynaud,SAC,0022501047
NOP,Bey,H. Jones,NOP,1,H. Jones,NOP,0022501048
ORL,da Silva,D. Bane,ORL,1,D. Bane,ORL,0022501049
,,C. Gillespie,PHX,1,C. Gillespie,PHX,0022501050
ATL,Daniels,A. Thompson,DET,1,A. Thompson,DET,0022501051
IND,Siakam,J. Hayes,LAL,1,J. Hayes,LAL,0022501052
CHI,Smith,N. Richards,CHI,0,V. Edgecombe,PHI,0022501053
,Jal. Williams,C. Holmgren,OKC,0,L. Dort,OKC,0022501054
,,B. Adebayo,MIA,0,D. Mitchell,MIA,0022501055
SAS,Harper,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022501056
UTA,Konchar,J. Konchar,UTA,0,W. Riley,WAS,0022501057
MIN,DiVincenzo,J. McDaniels,MIN,1,J. McDaniels,MIN,0022501058
DAL,Washington,N. Marshall,DAL,0,C. Johnson,DEN,0022501059
GSW,Podziemski,K. Porziņģis,GSW,1,K. Porziņģis,GSW,0022501060
POR,Avdija,J. Holiday,POR,1,J. Holiday,POR,0022501061
TOR,Shead,R. Barrett,TOR,1,R. Barrett,TOR,0022501062
NYK,Hart,J. Brunson,NYK,1,J. Brunson,NYK,0022501063
NOP,Murray,T. Harris,DET,1,T. Harris,DET,0022501064
ORL,da Silva,P. Achiuwa,SAC,0,D. Carter,SAC,0022501065
LAC,Jones Jr.,B. Lopez,LAC,0,D. Garland,LAC,0022501066
BOS,Scheierman,N. Queta,BOS,1,N. Queta,BOS,0022501067
CLE,Harden,J. Allen,CLE,1,J. Allen,CLE,0022501068
MEM,Small,R. Sheppard,HOU,0,J. Small,MEM,0022501069
CHI,Jones,I. Okoro,CHI,1,I. Okoro,CHI,0022501070
TOR,Barnes,Z. Williamson,NOP,1,Z. Williamson,NOP,0022501071
DEN,Gordon,C. Braun,DEN,0,A. Bailey,UTA,0022501072
WAS,Carrington,B. Carrington,WAS,1,B. Carrington,WAS,0022501073
DAL,Flagg,P. Washington,DAL,0,C. Flagg,DAL,0022501074
LAL,LaRavia,N. Clowney,BKN,0,L. Dončić,LAL,0022501075
SAS,Fox,S. Castle,SAS,1,S. Castle,SAS,0022501076
CHA,Ball,B. Miller,CHA,0,M. Diabaté,CHA,0022501077
ATL,Alexander-Walker,M. Gueye,ATL,0,C. McCollum,ATL,0022501078
CHI,Miller,T. Jones,CHI,1,T. Jones,CHI,0022501079
DET,Jenkins,D. Jenkins,DET,0,R. Gobert,MIN,0022501080
PHX,Gillespie,C. Gillespie,PHX,0,B. Sensabaugh,UTA,0022501081
MIL,Dieng,P. Nance,MIL,0,J. Collins,LAC,0022501082
IND,Jackson,P. Siakam,IND,0,A. Nembhard,IND,0022501083
SAC,Achiuwa,M. Raynaud,SAC,1,M. Raynaud,SAC,0022501084
BOS,Walsh,S. Hauser,BOS,0,K. Knueppel,CHA,0022501085
ORL,Suggs,D. Bane,ORL,1,D. Bane,ORL,0022501086
POR,Avdija,T. Camara,POR,0,S. Henderson,POR,0022501087
NOP,Williamson,Z. Williamson,NOP,1,Z. Williamson,NOP,0022501088
,Jal. Williams,L. Dort,OKC,1,L. Dort,OKC,0022501089
GSW,Green,K. Porziņģis,GSW,1,K. Porziņģis,GSW,0022501090
MIA,Herro,P. Larsson,MIA,1,P. Larsson,MIA,0022501091
BOS,White,J. Brown,BOS,0,J. Johnson,ATL,0022501092
MEM,Mashack,C. Spencer,MEM,1,C. Spencer,MEM,0022501093
SAS,Fox,T. Jones,CHI,1,T. Jones,CHI,0022501094
MIN,Dosunmu,D. DiVincenzo,MIN,0,M. Christie,DAL,0022501095
CLE,Ellis,B. Sensabaugh,UTA,0,A. Bailey,UTA,0022501096
OKC,Mitchell,C. Wallace,OKC,1,C. Wallace,OKC,0022501097
,L. James,L. James,LAL,1,L. James,LAL,0022501098
ORL,Banchero,J. Suggs,ORL,1,J. Suggs,ORL,0022501099
BKN,Traore,B. Miller,CHA,1,B. Miller,CHA,0022501100
TOR,Barrett,J. Poeltl,TOR,0,J. Duren,DET,0022501101
HOU,Smith Jr.,A. Sengun,HOU,0,A. Thompson,HOU,0022501102
CLE,Mitchell,D. Mitchell,CLE,0,J. Allen,CLE,0022501103
